0.973	0.98	0.969
0.973	0.98	0.969
0.973	0.98	0.969
0.973	0.98	0.969
0.973	0.98	0.969
0.973	0.98	0.969
0.957	0.965	0.953
0.941	0.949	0.945
0.933	0.941	0.937
0.918	0.922	0.929
0.906	0.91	0.918
0.894	0.898	0.914
0.882	0.886	0.902
0.867	0.871	0.89
0.859	0.863	0.882
0.827	0.843	0.855
0.804	0.82	0.831
0.773	0.776	0.796
0.725	0.722	0.753
0.686	0.675	0.718
0.643	0.627	0.682
0.608	0.58	0.643
0.576	0.545	0.627
0.537	0.498	0.592
0.498	0.459	0.565
0.467	0.416	0.533
0.427	0.373	0.51
0.38	0.325	0.467
0.345	0.29	0.431
0.306	0.247	0.4
0.263	0.204	0.365
0.22	0.149	0.337
0.188	0.118	0.314
0.176	0.11	0.314
0.184	0.118	0.329
0.184	0.125	0.341
0.188	0.129	0.353
0.192	0.137	0.369
0.184	0.149	0.373
0.196	0.165	0.396
0.192	0.18	0.404
0.188	0.184	0.412
0.188	0.196	0.42
0.184	0.204	0.431
0.184	0.208	0.435
0.184	0.22	0.443
0.188	0.224	0.455
0.192	0.231	0.471
0.196	0.243	0.478
0.192	0.247	0.486
0.184	0.259	0.49
0.18	0.267	0.502
0.18	0.275	0.518
0.18	0.278	0.529
0.184	0.282	0.541
0.192	0.298	0.561
0.2	0.306	0.576
0.204	0.318	0.592
0.2	0.329	0.6
0.196	0.329	0.608
0.184	0.337	0.608
0.184	0.341	0.616
0.173	0.345	0.624
0.176	0.373	0.651
0.165	0.388	0.659
0.165	0.4	0.675
0.157	0.412	0.678
0.149	0.42	0.69
0.145	0.431	0.698
0.153	0.447	0.714
0.157	0.459	0.725
0.161	0.471	0.729
0.161	0.49	0.733
0.173	0.51	0.741
0.176	0.533	0.741
0.176	0.553	0.749
0.173	0.569	0.749
0.173	0.588	0.753
0.173	0.592	0.757
0.188	0.604	0.761
0.196	0.62	0.773
0.208	0.635	0.788
0.204	0.651	0.796
0.204	0.663	0.8
0.208	0.675	0.8
0.22	0.694	0.808
0.227	0.714	0.816
0.247	0.725	0.82
0.263	0.737	0.82
0.29	0.749	0.827
0.318	0.757	0.835
0.337	0.765	0.843
0.361	0.773	0.847
0.38	0.784	0.851
0.392	0.792	0.851
0.408	0.816	0.867
0.424	0.824	0.871
0.447	0.843	0.89
0.471	0.847	0.902
0.49	0.851	0.902
0.514	0.859	0.898
0.545	0.867	0.91
0.573	0.878	0.918
0.596	0.898	0.929
0.612	0.906	0.929
0.62	0.906	0.929
0.616	0.906	0.918
0.612	0.902	0.906
0.608	0.898	0.894
0.596	0.894	0.878
0.58	0.89	0.867
0.557	0.882	0.843
0.541	0.878	0.827
0.529	0.875	0.82
0.518	0.875	0.816
0.514	0.878	0.808
0.506	0.875	0.804
0.494	0.875	0.796
0.482	0.875	0.78
0.463	0.867	0.761
0.455	0.867	0.749
0.439	0.863	0.737
0.427	0.859	0.714
0.412	0.851	0.694
0.404	0.847	0.678
0.396	0.839	0.667
0.392	0.835	0.663
0.373	0.816	0.643
0.361	0.804	0.631
0.341	0.784	0.604
0.329	0.776	0.576
0.322	0.769	0.565
0.31	0.761	0.537
0.294	0.745	0.514
0.282	0.737	0.498
0.263	0.718	0.471
0.251	0.71	0.443
0.235	0.686	0.416
0.22	0.675	0.388
0.204	0.663	0.353
0.188	0.651	0.322
0.176	0.639	0.294
0.169	0.627	0.271
0.157	0.608	0.243
0.141	0.596	0.216
0.125	0.576	0.18
0.122	0.565	0.157
0.118	0.557	0.125
0.129	0.561	0.118
0.141	0.569	0.102
0.165	0.58	0.102
0.188	0.6	0.098
0.216	0.612	0.102
0.239	0.624	0.0941
0.263	0.631	0.0824
0.29	0.651	0.0824
0.306	0.659	0.0706
0.318	0.671	0.0549
0.341	0.682	0.0667
0.365	0.698	0.0863
0.384	0.714	0.0941
0.408	0.729	0.102
0.424	0.741	0.102
0.451	0.761	0.098
0.459	0.773	0.0941
0.475	0.784	0.0824
0.49	0.804	0.0784
0.502	0.812	0.0784
0.525	0.824	0.0863
0.549	0.843	0.102
0.573	0.859	0.11
0.596	0.855	0.118
0.612	0.855	0.122
0.62	0.855	0.133
0.635	0.851	0.141
0.671	0.867	0.173
0.69	0.875	0.192
0.714	0.886	0.216
0.737	0.89	0.227
0.761	0.89	0.243
0.784	0.894	0.255
0.804	0.898	0.271
0.824	0.902	0.278
0.859	0.918	0.31
0.882	0.925	0.322
0.91	0.933	0.345
0.929	0.941	0.357
0.949	0.929	0.365
0.945	0.914	0.353
0.937	0.894	0.341
0.937	0.875	0.329
0.918	0.851	0.302
